Date time,Local date time,Purpose,Amount (BTC),* Exchange rate,Amount (USD)
2021-07-24 00:00:00 GMT,2021-07-23 19:00:00 GMT-05:00,Hashpower mining,0.00016131,32315.90,5.21
2021-07-24 00:00:00 GMT,2021-07-23 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000323,32315.90,-0.10
2021-07-25 00:00:00 GMT,2021-07-24 19:00:00 GMT-05:00,Hashpower mining,0.00014540,33249.57,4.83
2021-07-25 00:00:00 GMT,2021-07-24 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000290,33249.57,-0.10
2021-07-26 00:00:00 GMT,2021-07-25 19:00:00 GMT-05:00,Hashpower mining,0.00015406,34028.23,5.24
2021-07-26 00:00:00 GMT,2021-07-25 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000308,34028.23,-0.10
2021-07-27 00:00:00 GMT,2021-07-26 19:00:00 GMT-05:00,Hashpower mining,0.00014584,34887.00,5.09
2021-07-27 00:00:00 GMT,2021-07-26 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000292,34887.00,-0.10
2021-07-28 00:00:00 GMT,2021-07-27 19:00:00 GMT-05:00,Hashpower mining,0.00016569,37466.35,6.21
2021-07-28 00:00:00 GMT,2021-07-27 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000332,37466.35,-0.12
2021-07-29 00:00:00 GMT,2021-07-28 19:00:00 GMT-05:00,Hashpower mining,0.00014324,38974.23,5.58
2021-07-29 00:00:00 GMT,2021-07-28 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000287,38974.23,-0.11
2021-07-30 00:00:00 GMT,2021-07-29 19:00:00 GMT-05:00,Hashpower mining,0.00015120,39839.18,6.02
2021-07-30 00:00:00 GMT,2021-07-29 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000301,39839.18,-0.12
2021-07-31 00:00:00 GMT,2021-07-30 19:00:00 GMT-05:00,Hashpower mining,0.00015294,40294.00,6.16
2021-07-31 00:00:00 GMT,2021-07-30 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000305,40294.00,-0.12
2021-08-01 00:00:00 GMT,2021-07-31 19:00:00 GMT-05:00,Hashpower mining,0.00015212,41351.40,6.29
2021-08-01 00:00:00 GMT,2021-07-31 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000304,41351.40,-0.13
2021-08-02 00:00:00 GMT,2021-08-01 19:00:00 GMT-05:00,Hashpower mining,0.00016207,41763.28,6.77
2021-08-02 00:00:00 GMT,2021-08-01 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000324,41763.28,-0.14
2021-08-03 00:00:00 GMT,2021-08-02 19:00:00 GMT-05:00,Hashpower mining,0.00016538,39736.38,6.57
2021-08-03 00:00:00 GMT,2021-08-02 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000332,39736.38,-0.13
2021-08-04 00:00:00 GMT,2021-08-03 19:00:00 GMT-05:00,Hashpower mining,0.00015792,39289.23,6.20
2021-08-04 00:00:00 GMT,2021-08-03 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000315,39289.23,-0.12
2021-08-05 00:00:00 GMT,2021-08-04 19:00:00 GMT-05:00,Hashpower mining,0.00015344,38287.69,5.87
2021-08-05 00:00:00 GMT,2021-08-04 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000307,38287.69,-0.12
2021-08-06 00:00:00 GMT,2021-08-05 19:00:00 GMT-05:00,Hashpower mining,0.00013777,39765.44,5.48
2021-08-06 00:00:00 GMT,2021-08-05 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000277,39765.44,-0.11
2021-08-07 00:00:00 GMT,2021-08-06 19:00:00 GMT-05:00,Hashpower mining,0.00014000,40964.10,5.73
2021-08-07 00:00:00 GMT,2021-08-06 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000279,40964.10,-0.11
2021-08-08 00:00:00 GMT,2021-08-07 19:00:00 GMT-05:00,Hashpower mining,0.00014699,42657.85,6.27
2021-08-08 00:00:00 GMT,2021-08-07 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000295,42657.85,-0.13
2021-08-09 00:00:00 GMT,2021-08-08 19:00:00 GMT-05:00,Hashpower mining,0.00013777,44201.40,6.09
2021-08-09 00:00:00 GMT,2021-08-08 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000276,44201.40,-0.12
2021-08-10 00:00:00 GMT,2021-08-09 19:00:00 GMT-05:00,Hashpower mining,0.00013616,44059.65,6.00
2021-08-10 00:00:00 GMT,2021-08-09 19:00:00 GMT-05:00,Hashpower mining fee,-0.00000273,44059.65,-0.12
,Hashpower mining fee,-0.00054217,,-24.81
,Hashpower mining,0.02709797,,1242.41
∑,Total,0.02655580,,1217.60
